stopband_initial,stopband_final,success,K1NL_S19QS1J,K1NL_S1DQS1J,K1NL_S29QS1J,K1NL_S2DQS1J,K1NL_S39QS1J,K1NL_S3DQS1J,K1NL_S49QS1J,K1NL_S4DQS1J,K1NL_S59QS1J,K1NL_S5DQS1J,K1NL_S69QS1J,K1NL_S6DQS1J,s11dx1h,s12dx1h,s13dibpmh,s13dx1h,s14dx1h,s15dx1h,s16dx1h,s17dx1h,s18dx1h,s19dx1h,s1adx1h,s1bdx1h,s1cdx1h,s1ddx1h,s1edx1h,s21dx1h,s22dx1h,s23dibpmh,s23dx1h,s24dx1h,s25dx1h,s26dx1h,s27dx1h,s28dx1h,s29dx1h,s2adx1h,s2bdx1h,s2cdx1h,s2ddx1h,s2edx1h,s31dx1h,s32dx1h,s33dibpmh,s33dx1h,s34dx1h,s35dx1h,s36dx1h,s37dx1h,s38dx1h,s39dx1h,s3adx1h,s3bdx1h,s3cdx1h,s3ddx1h,s3edx1h,s41dx1h,s42dx1h,s43dibpmh,s43dx1h,s44dx1h,s45dx1h,s46dx1h,s47dx1h,s48dx1h,s49dx1h,s4adx1h,s4bdx1h,s4cdx1h,s4ddx1h,s4edx1h,s51dx1h,s53dx1h,s54dx1h,s55dx1h,s56dx1h,s57dx1h,s58dx1h,s59dx1h,s5adx1h,s5bdx1h,s5cdx1h,s5ddx1h,s5edx1h,s61dx1h,s62dx1h,s63dibpmh,s63dx1h,s64dx1h,s65dx1h,s66dx1h,s67dx1h,s68dx1h,s69dx1h,s6adx1h,s6bdx1h,s6cdx1h,s6ddx1h,s6edx1h,s11dx1v,s12dx1v,s13dibpmv,s13dx1v,s14dx1v,s15dx1v,s16dx1v,s17dx1v,s18dx1v,s19dx1v,s1adx1v,s1bdx1v,s1cdx1v,s1ddx1v,s1edx1v,s21dx1v,s22dx1v,s23dibpmv,s23dx1v,s24dx1v,s25dx1v,s26dx1v,s27dx1v,s28dx1v,s29dx1v,s2adx1v,s2bdx1v,s2cdx1v,s2ddx1v,s2edx1v,s31dx1v,s32dx1v,s33dibpmv,s33dx1v,s34dx1v,s35dx1v,s36dx1v,s37dx1v,s38dx1v,s39dx1v,s3adx1v,s3bdx1v,s3cdx1v,s3ddx1v,s3edx1v,s41dx1v,s42dx1v,s43dibpmv,s43dx1v,s44dx1v,s45dx1v,s46dx1v,s47dx1v,s48dx1v,s49dx1v,s4adx1v,s4bdx1v,s4cdx1v,s4ddx1v,s4edx1v,s51dx1v,s53dx1v,s54dx1v,s55dx1v,s56dx1v,s57dx1v,s58dx1v,s59dx1v,s5adx1v,s5bdx1v,s5cdx1v,s5ddx1v,s5edx1v,s61dx1v,s62dx1v,s63dibpmv,s63dx1v,s64dx1v,s65dx1v,s66dx1v,s67dx1v,s68dx1v,s69dx1v,s6adx1v,s6bdx1v,s6cdx1v,s6ddx1v,s6edx1v
0.022619463958653663,0.020500945070991393,True,-0.2132789690554828,0.2425875710005652,0.4230474315282012,-0.06030154071548793,-0.032439424450677865,-0.36132744713564185,-0.11998266755445092,-0.12129838146042132,1.0601232332148123,-0.2789487518554671,0.6660481128832113,-0.2461508885941852,9.775589293530784,9.775589332826964,9.271541820272928,9.775624568046688,9.775558003946081,18.41593735052506,5.782830205100828,18.416267530582456,5.782966554139746,5.783203078309283,5.783176688372128,18.415640841558993,5.783368806804959,5.782840430573364,18.41998928080327,9.775557836525488,9.77565714705812,9.271501500252706,9.775527990926788,9.775672529770835,18.415721395862366,5.782874344741008,18.41605806923538,5.78296648874504,5.783226545363039,5.783132445215927,18.41567606410976,5.783299713025537,5.782910806307937,18.419781811665423,9.775673376095872,9.775558455544449,9.271395329114425,9.775598784686288,9.775637563005798,18.415786596491877,5.782929747782796,18.415974315253553,5.783037326775117,5.783159704891159,5.783187770626061,18.415453252230016,5.783315355180127,5.782918872978822,18.419870505542924,9.775704832430034,9.775490641885861,9.271435649752721,9.775695361396552,9.775523037382687,18.416002550780053,5.782885607819113,18.41618377709352,5.783037391757654,5.783136238225183,5.78323201346162,18.415418030974173,5.7833844488704855,5.782848497194349,18.42007797417239,9.775589292672098,9.775624567070937,9.77555800481711,18.41593730092233,5.782830198394147,18.41626751849848,5.782966536767801,5.783203098345048,5.783176667923607,18.41564090165341,5.783368792213621,5.782840439553475,18.419989226762638,9.775557846804752,9.775657148312547,9.271501473840635,9.775527978279877,9.775672552395603,18.415721353087925,5.782874364184097,18.416058004861238,5.7829664997580235,5.783226540707589,5.783132442986887,18.41567603805238,5.783299698527934,5.782910824812446,18.419781774626465,13.720599501441988,13.73914228889642,7.865706914560922,13.71866558220617,13.738989607125898,5.711820317438075,18.725465602852083,5.70187895199829,18.75113706532081,18.638086455754845,18.758278876161317,5.683253815415796,18.744413667399925,18.664587210551403,5.7530259900018645,13.72081275767598,13.739133457728164,7.865341386951519,13.718469688292009,13.739370864187382,5.71175572528455,18.72634434246725,5.701678437933847,18.751926670161385,18.63745322318842,18.758706017444187,5.683013605401738,18.744330748545043,18.66492886259534,5.753079479649218,13.721285846456082,13.738543567715542,7.865552973238659,13.719114367863511,13.73873518750666,5.71202159753473,18.725886874181082,5.701924682407069,18.75197418018649,18.637150745827217,18.75924254984138,5.683001203364737,18.74517071415602,18.664046429364113,5.753301414324623,13.720687742639088,13.739032261766349,7.865746379940597,13.718785828764883,13.7388710397991,5.711869908310649,18.725380275207527,5.7019248818707515,18.751145926952862,18.6380300372498,18.758378950948035,5.683251502171747,18.744570338986335,18.664422617842174,5.753067385573945,13.72070119849376,13.718408408705082,13.739396203556918,5.711727426746054,18.726249915671172,5.701678460062267,18.75177224042114,18.637617184535433,18.75854496763622,5.683060274076781,18.744218757927463,18.664999056468925,5.753035831691401,13.721288391869932,13.738579400859322,7.8654841769937685,13.719044018437533,13.738833095358391,5.711995042271356,18.726049036526362,5.701878740151381,18.752090995576964,18.637073724605383,18.759273550701803,5.682965537052078,18.745105200452613,18.664153877688268,5.75329554481678
